Part Number,Vos TC (max),Ios (max),BW -3 dB (typ),Ibias (typ),CMRR (min),0.1 to 10 Hz VNoise (typ),1 Hz Vnoise (typ),1 Hz Inoise (typ),Current Noise Density (typ),# of Amps,GBP (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Iq/Amp (typ),Vs span (min),Vs span (max),Package
,V/°C,A,Hz,A,dB,V p-p,V/rtHz,A/rtHz,A/rtHz,,Hz,V/us,V,V/rtHz,A,A,V,V,
ADA4099-2,0.0000004,0.000000004,8000000,0.000000004,118,0.00000015,,,0.0000000000005,2,8000000,4,0.00004,0.000000007,0.00000001,0.0015,3.15,50,10-Lead DFN (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
ADA4097-1,,0.0000000003,,0.0000000001,145,0.000001,,,0.00000000000005,1,130000,0.1,0.00006,0.000000053,0.0000000003,0.0000325,3,50,6-Lead TSOT
ADA4098-1,,0.0000000007,1050000,0.00000000035,120,0.0000004,,,0.00000000000015,1,1050000,0.4,0.00003,0.000000018,0.0000000007,0.0001625,3,55,6-Lead TSOT
ADA4099-1,,0.000000004,8000000,0.000000004,120,0.00000015,,,0.0000000000005,1,8000000,4,0.00003,0.000000007,0.00000001,0.0015,3.15,55,6-Lead TSOT
LTC2068,,0.000000000065,,0.000000000005,111,0.0000017,0.000000082,0.000000000000035,0.000000000000035,4,100000,0.0175,0.000005,0.00000008,0.000000000035,0.0000075,1.7,5.25,14-Lead TSSOP 16-Lead Plastic QFN
ADA4523-1,,0.0000000006,,125,140,0.000000088,0.0000000042,0.0000000000011,0.000000000001,1,5000000,1.85,0.000004,0.0000000042,0.0000000003,0.0045,4.5,36,8-Lead LFCSP (3mm x 3mm x 0.75mm) 8-Lead SOIC 8-Lead MSOP
LTC2065,,0.00000000002,,0.000000000003,111,0.0000046,0.00000022,0.000000000000012,0.000000000000012,4,20000,0.0035,0.000005,0.00000022,0.00000000002,0.0000014,1.7,5.25,14-Lead TSSOP 16-Lead Plastic QFN
LTC6226,,0.00000035,330000000,0.0000084,100,0.00000077,0.00000006,0.0000000004,0.0000000000024,1,420000000,180,0.000095,0.000000001,0.00002,0.0055,2.8,11.75,SOIC 150 MIL 6-Lead TSOT-23 16-Lead MSOP 6-Lead DFN (2mm x 2mm w/ EP)
LTC6227,,0.00000035,330000000,0.0000084,100,0.00000077,0.00000006,0.0000000004,0.0000000000024,2,420000000,180,0.000095,0.000000001,0.00002,0.0055,2.8,11.75,8-Lead MSOP w/ EP 10-Lead DFN (3mm x 3mm w/ EP)
LTC6229,,0.0000009,730000000,0.0000006,100,0.00000094,0.00000009,0.00000000055,0.000000000003,2,890000000,500,0.000095,0.00000000088,0.0000025,0.016,2.8,11.75,8-Lead MSOP w/ EP 10-Lead DFN (3mm x 3mm w/ EP)
ADA4625-2,,0.00000000004,16000000,0.000000000015,97,0.00000015,0.000000013,,0.0000000000000045,2,18000000,48,0.0001,0.0000000033,0.000000000075,0.004,5,36,8-Lead SOIC w/ EP
LTC6228,,0.0000009,730000000,0.0000006,100,0.00000094,0.00000009,0.00000000055,0.000000000003,1,890000000,500,0.000095,0.00000000088,0.0000025,0.016,2.8,11.75,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23 6-Lead DFN (2mm x 2mm w/ EP)
ADHV4702-1,0.000003,0.000000000002,10000000,0.0000000000003,140,,0.00000005,0.00000000000000018,0.000000000000001,1,10000000,74,0.001,0.000000008,0.000000000002,0.003,24,220,12-Lead LFCSP (7mm x 7mm x 0.75mm w/ EP)
LTC2050HV,,0.0000000001,,0.00000000002,120,0.0000015,,,0.000000000000003,1,3000000,2,0.000003,,0.00000000005,0.0008,2.7,11,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
LTC2064,,0.00000000002,,0.000000000003,111,0.0000046,0.00000022,0.000000000000012,0.000000000000012,2,20000,0.0035,0.000005,0.00000022,0.00000000002,0.0000014,1.7,5.25,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC2067,,0.000000000035,,0.000000000005,111,0.0000017,0.000000082,0.000000000000035,0.000000000000035,2,100000,0.0175,0.000005,0.00000008,0.000000000035,0.0000075,1.7,5.25,8-Lead MSOP 10-Lead DFN (3mm x 3mm w/ EP)
LTC2058,,0.0000000002,,0.00000000003,123,0.0000002,0.000000009,0.000000000001,0.0000000000005,2,2500000,1.6,0.000005,0.000000009,0.0000000001,0.00095,4.75,36,12-Lead MSOP w/ EP 8-Lead SOIC (Narrow 0.15 Inch w/ EP)
ADA4505-1,,0.000000000001,,0.0000000000005,90,0.00000295,0.00000023,,0.00000000000002,1,50000,0.006,0.003,0.000000065,0.000000000002,0.000009,1.8,5,6-Ball WLCSP (0.905mm x 1.385mm) 5-Lead SOT-23
ADA4084-4S,,0.000000025,,,98,,,,,4,,,0.0001,,0.00000025,,3,30,CER. FLATPACK WITH LEADS
ADA4625-1,,0.00000000005,16000000,0.000000000015,97,0.00000015,0.000000013,,0.0000000000000045,1,18000000,48,0.00008,0.0000000033,0.000000000075,0.004,5,36,8-Lead SOIC w/ EP
ADA4622-4,,0.00000000001,15500000,0.000000000002,84,0.00000075,0.00000006,,0.0000000000000008,4,8000000,23,0.00035,0.0000000125,0.00000000001,0.000665,5,30,16-Lead LFCSP (4mm x 4mm w/ EP) 14-Lead SOIC
LT1210X,,,55000000,0.000002,55,,,,0.000000000002,1,,900,0.015,0.000000003,0.00006,0.035,10,30,16-Lead TSSOP w/ EP
LT6203X,,0.000001,,0.0000013,,0.0000008,0.00000014,0.000000000018,0.00000000000075,2,83000000,24,0.0005,0.000000002,0.000007,0.0033,2.5,12.6,8-Lead SOIC (Narrow 0.15 Inch)
ADA4622-1,,0.00000000001,15500000,0.000000000002,84,0.00000075,0.00000006,,0.0000000000000008,1,8000000,23,0.00035,0.0000000125,0.00000000001,0.000715,5,30,8-Lead SOIC 5-Lead SOT-23
LTC2063,,0.00000000002,,0.000000000003,111,0.0000046,0.00000022,0.000000000000012,0.000000000000012,1,20000,0.0035,0.000005,0.00000022,0.00000000002,0.0000014,1.7,5.25,5-Lead TSOT-23 6-Lead SC70
LTC6258,,0.000000075,,0.000000005,66,0.000002,0.00000078,,0.0000000000005,1,1300000,0.24,0.0004,0.000000038,,0.00002,1.8,5.25,6-Lead TSOT-23 6-Lead DFN (2mm x 2mm w/ EP)
LTC6259,,0.000000075,,0.000000005,66,0.000002,0.00000078,,0.0000000000005,2,1300000,0.24,0.0004,0.000000038,,0.00002,1.8,5.25,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6260,,,,0.000000005,66,0.000002,0.00000078,,0.0000000000005,4,1300000,0.24,0.0004,0.000000038,,0.00002,1.8,5.25,10-Lead MSOP
LTC6261,,0.00000005,,0.00000006,68,0.00000125,0.00000022,,0.0000000000006,1,30000000,7,0.0004,0.000000013,0.0000001,0.000245,1.8,5.25,6-Lead TSOT-23 6-Lead DFN (2mm x 2mm w/ EP)
LTC6262,,0.00000005,,0.00000006,68,0.00000125,0.00000022,,0.0000000000006,2,30000000,7,0.0004,0.000000013,0.0000001,0.000245,1.8,5.25,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6263,,0.00000005,,0.00000006,68,0.00000125,0.00000022,,0.0000000000006,4,30000000,7,0.0004,0.000000013,0.0000001,0.000245,1.8,5.25,16-Lead MSOP
LT6274,,0.00000003,90000000,0.0000001,90,0.000001,0.000000075,0.000000000004,0.0000000000005,1,40000000,2200,0.0004,0.00000001,0.0000005,0.0016,9,32,
LTC2066,,0.000000000035,,0.000000000005,111,0.0000017,0.000000082,0.000000000000035,0.000000000000035,1,100000,0.0175,0.000005,0.00000008,0.000000000035,0.0000075,1.7,5.25,5-Lead TSOT-23 6-Lead SC70
LT6018,,0.00000005,,0.00000006,124,0.00000003,0.0000000015,0.000000000054,0.000000000003,1,15000000,30,0.00005,0.0000000012,0.00000015,0.0072,8,33,8-Lead SOIC (Narrow 0.15 Inch w/ EP) 12(10)-Lead DFN (4mm x 3mm w/ EP)
ADA4522-1,,0.00000000025,6500000,0.00000000005,135,0.000000117,0.0000000074,0.0000000000007,0.0000000000008,1,2700000,1.7,0.000005,0.0000000058,0.00000000015,0.00084,4.5,55,8-Lead SOIC 8-Lead MSOP
LTC6253-7,,0.0000005,,0.0000001,85,0.000002,0.00000029,0.00000000018,0.000000000004,2,2000000000,500,0.00035,0.00000000275,0.00000075,0.0033,2.5,5.25,10-Lead MSOP
ADA4077-2S,,0.0000000005,,,122,,,,,2,3900000,,0.000025,,0.000000001,,5,30,CER. FLATPACK WITH LEADS
ADA4522-4,,0.00000000025,6500000,0.00000000005,130,0.000000117,0.0000000074,0.0000000000007,0.0000000000008,4,2700000,1.7,0.000005,0.0000000058,0.00000000015,0.00083,4.5,55,14-Lead SOIC 14-Lead TSSOP
ADA4530-1,,0.00000000000002,6000000,0.000000000000001,110,0.000004,0.00000023,,0.00000000000000007,1,2000000,1.4,0.00004,0.000000014,0.00000000000002,0.0009,4.5,16,8-Lead SOIC
ADA4622-2,,0.00000000001,15500000,0.000000000002,84,0.00000075,0.00000006,,0.0000000000000008,2,8000000,23,0.00035,0.0000000125,0.00000000001,0.000665,5,30,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
ADA4806-1,,0.000000025,105000000,0.00000055,103,,0.000000027,0.000000000011,0.0000000000007,1,30000000,160,0.000125,0.0000000052,0.0000008,0.00057,3,10,8-Lead SOT-23
ADA4807-4,,0.00000015,180000000,0.0000012,96,0.00000016,0.000000014,0.000000000026,0.0000000000007,4,200000000,225,0.000175,0.0000000033,0.000002,0.001,2.7,11,14-Lead TSSOP
ADA4522-2,,0.00000000025,6500000,0.00000000005,135,0.000000117,0.0000000074,0.0000000000007,0.0000000000008,2,2700000,1.7,0.000005,0.0000000058,0.00000000015,0.00083,4.5,55,CHIPS OR DIE 8-Lead SOIC 8-Lead MSOP
ADA4084-2S,,0.000000025,,,98,,,,,2,,,0.0001,,0.00000025,,3,30,CER. FLATPACK WITH LEADS
ADA4177-1,,0.00000000075,6000000,0.0000000003,128,0.000000175,0.000000013,0.0000000000016,0.0000000000002,1,3500000,1.5,0.00006,0.000000008,0.000000001,0.0005,10,30,8-Lead SOIC 8-Lead MSOP
ADA4350,,0.0000000000008,55000000,0.00000000000025,92,,0.00000033,,0.0000000000011,1,175000000,100,0.00008,0.000000005,0.000000000001,0.0085,3.3,12,28-Lead TSSOP (4.4mm x 9.7mm)
ADA4610-1,,0.00000000002,9500000,0.000000000005,100,0.00000045,0.000000046,,0.000000000000001,1,16300000,25,0.0004,0.0000000073,0.000000000025,0.0016,10,36,8-Lead SOIC 5-Lead SOT-23
ADA4807-2,,0.0000001,180000000,0.0000012,96,0.00000016,0.000000014,0.000000000026,0.0000000000007,2,200000000,225,0.000125,0.0000000033,0.000001,0.001,2.7,11,10-Lead LFCSP (3mm x 3mm) 8-Lead MSOP
LT6023,,0.000000001,,0.0000000001,120,,0.00000013,,0.000000000000012,2,40000,1.45,0.00003,0.000000132,0.000000003,0.000018,3,30,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) 10-Lead DFN (3mm x 3mm w/ EP)
LT6023-1,,0.000000001,,0.0000000001,120,,0.00000013,,0.000000000000012,2,40000,1.45,0.00003,0.000000132,0.000000003,0.000018,3,30,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) 10-Lead DFN (3mm x 3mm w/ EP)
LTC6268-10,,0.00000000000004,,0.000000000000003,72,0.0000126,0.000008,,0.000000000000007,1,4000000000,1500,0.0007,0.000000004,0.00000000000002,0.0165,3.1,5.25,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23 CHIPS OR DIE
LTC6269-10,,0.00000000000004,,0.000000000000003,72,0.0000126,0.000008,,0.000000000000007,2,4000000000,1500,0.0007,0.000000004,0.00000000000002,0.0165,3.1,5.25,8-Lead MSOP w/ EP 10-Lead DFN (3mm x 3mm w/ EP) CHIPS OR DIE
ADA4177-4,,0.00000000075,6000000,0.0000000003,128,0.000000175,0.000000013,0.0000000000016,0.0000000000002,4,3500000,1.5,0.00006,0.000000008,0.000000001,0.0005,10,30,14-Lead SOIC 14-Lead TSSOP
ADA4807-1,,0.0000001,180000000,0.0000012,96,0.00000016,0.000000014,0.000000000026,0.0000000000007,1,200000000,225,0.000125,0.0000000033,0.000002,0.001,2.7,11,6-Lead SC70 6-Lead SOT-23
ADA4177-2,,0.00000000075,6000000,0.0000000003,128,0.000000175,0.000000013,0.0000000000016,0.0000000000002,2,3500000,1.5,0.00006,0.000000008,0.000000001,0.0005,10,30,CHIPS OR DIE 8-Lead SOIC 8-Lead MSOP
ADA4805-2,,0.000000025,105000000,0.00000047,103,0.0000003,0.000000025,0.000000000012,0.0000000000007,2,30000000,190,0.000125,0.0000000052,0.0000008,0.00057,2.7,10,10-Lead LFCSP (3mm x 3mm) 8-Lead MSOP
LTC6268,,0.00000000000004,,0.000000000000003,72,0.000013,0.000042,,0.0000000000000055,1,500000000,400,0.0007,0.0000000043,0.00000000000002,0.0165,3.1,5.25,8-Lead SOIC (Narrow 0.15 Inch) 6-Lead TSOT-23 CHIPS OR DIE
LTC6269,,0.00000000000004,,0.000000000000003,72,0.000013,0.000042,,0.0000000000000055,2,500000000,400,0.0007,0.0000000043,0.00000000000002,0.0165,3.1,5.25,8-Lead MSOP w/ EP 10-Lead DFN (3mm x 3mm w/ EP) CHIPS OR DIE
ADA4084-1,,0.000000025,13900000,0.00000014,106,0.0000001,0.0000000092,,0.00000000000055,1,15900000,4.6,0.0001,0.0000000039,0.00000025,0.000565,3,30,8-Lead SOIC 5-Lead SOT-23
ADA4610-4,,0.00000000002,9500000,0.000000000005,100,0.00000045,0.000000046,,0.000000000000001,4,16300000,25,0.0004,0.0000000073,0.000000000025,0.0016,10,36,16-Lead LFCSP (4mm x 4mm w/ EP) 14-Lead SOIC
ADA4805-1,,0.0000000006,105000000,0.00000047,103,0.0000003,0.000000025,0.000000000012,0.0000000000007,1,30000000,190,0.000125,0.0000000052,720,0.00057,2.7,10,6-Lead SC70 6-Lead SOT-23
ADA4870,,,52000000,0.000009,58,,,,0.0000000000042,1,,2500,0.01,0.0000000021,0.000023,0.0325,10,40,CHIPS OR DIE 20-Lead Power SOIC
LTC6091,,0.0000000000005,,0.000000000003,130,0.0000035,0.00000037,,0.000000000000001,2,12000000,21,0.001,0.000000014,0.000000000003,0.0028,9.5,140,16-Lead QFN (4mm x 4mm x 0.75mm w/ EP)
LT6020,,0.000000001,,0.0000000001,120,0.0000011,0.000000052,,0.000000000000037,2,400000,5,0.00003,0.00000005,0.000000003,0.00009,3,30,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) 10-Lead DFN (3mm x 3mm w/ EP)
LT6020-1,,0.000000001,,0.0000000001,120,0.0000011,0.000000052,,0.000000000000037,2,400000,5,0.00003,0.00000005,0.000000003,0.00009,3,30,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) 10-Lead DFN (3mm x 3mm w/ EP)
ADA4077-1,,0.0000000005,,0.0000000004,132,0.00000025,0.000000012,0.00000000000054,0.0000000000002,1,3900000,1,0.000025,0.000000007,0.000000001,0.0004,5,30,8-Lead SOIC 8-Lead MSOP
ADA4084-4,,0.000000025,13900000,0.00000014,106,0.0000001,0.0000000092,,0.00000000000055,4,15900000,4.6,0.0001,0.0000000039,0.00000025,0.000565,3,30,16-Lead LFCSP (4mm x 4mm) 14-Lead TSSOP
AD8244,,,3000000,0.0000000000005,,0.0000004,,,0.0000000000000008,4,,0.8,0.00035,0.000000013,0.000000000002,0.00018,3,36,10-Lead MSOP
ADA4077-4,,0.0000000005,,0.0000000004,132,0.00000025,0.000000012,0.00000000000054,0.0000000000002,4,3900000,1,0.00005,0.000000007,0.000000001,0.0004,5,30,14-Lead SOIC 14-Lead TSSOP
ADA4610-2S,,0.00000000002,,,100,,,,,2,,,0.0004,,0.000000000025,,10,36,CER. FLATPACK WITH LEADS
ADA4700-1,,0.000000025,4800000,0.000000015,103,0.0000008,0.00000012,0.0000000000037,0.0000000000004,1,3500000,20,0.002,0.0000000147,0.00000003,0.0017,9,110,8-Lead SOIC w/ EP
LT6238,,0.0000006,,0.000005,90,0.00000018,0.000000011,0.0000000000088,0.000000000001,4,215000000,60,0.00035,0.0000000011,0.00001,0.00315,3,12.6,16-Lead SSOP (Narrow 0.15 Inch)
AD8634,,0.00000003,11000000,0.00000004,105,0.00000013,0.000000006,,0.0000000000006,2,9700000,5,0.00025,0.0000000042,0.0000002,0.0011,3,30,CHIPS OR DIE 8-Lead Flatpack 8-Lead SOIC
ADA4661-2,,0.000000000011,2100000,0.0000000000005,115,0.000003,0.00000027,,0.00000000000036,2,4000000,2.2,0.00015,0.000000018,0.000000000015,0.00063,3,18,CHIPS OR DIE 8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4666-2,,0.000000000011,2100000,0.0000000000005,80,0.000003,0.00000022,,0.00000000000036,2,4000000,2,0.0022,0.000000018,0.000000000015,0.00063,3,18,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
LT6015,,0.000000005,,0.000000002,100,0.0000005,0.000000035,0.0000000000016,0.0000000000001,1,3200000,0.75,0.00005,0.000000018,0.000000005,0.000315,3,50,5-Lead TSOT-23
LTC2057,,0.0000000004,,0.00000000003,114,0.0000002,0.000000012,0.00000000000017,0.00000000000017,1,1500000,1.2,0.000004,0.000000011,0.0000000002,0.0008,4.75,36,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC2057HV,,0.0000000004,,0.00000000003,114,0.0000002,0.000000013,0.0000000000001,0.00000000000017,1,1500000,1.2,0.000004,0.000000011,0.0000000002,0.0008,4.75,60,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
ADA4096-2S,,0.000000002,,,81,0.0000007,,,0.0000000000002,2,783000,,0.0003,0.000000027,0.000000025,,3,30,CER. FLATPACK WITH LEADS
LT6016,,0.000000005,,0.000000002,100,0.0000005,0.000000035,0.0000000000016,0.0000000000001,2,3200000,0.75,0.00005,0.000000018,0.000000005,0.000315,3,50,8-Lead MSOP
LT6017,,0.000000005,,0.000000002,100,0.0000005,0.000000035,0.0000000000016,0.0000000000001,4,3200000,0.75,0.00005,0.000000018,0.000000005,0.000315,3,50,22-Lead DFN (6mm x 3mm w/ EP)
LT6236,,0.0000006,,0.000005,90,0.00000018,0.000000011,0.0000000000088,0.000000000001,1,215000000,60,0.0005,0.0000000011,0.00001,0.00315,3,12.6,6-Lead TSOT-23
LT6237,,0.0000006,,0.000005,90,0.00000018,0.000000011,0.0000000000088,0.000000000001,2,215000000,60,0.00035,0.0000000011,0.00001,0.00315,3,12.6,8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LTC6090,,0.0000000000005,,0.000000000003,130,0.0000035,0.00000034,,0.000000000000001,1,12000000,24,0.001,0.000000014,0.000000000003,0.0027,9.5,140,16-Lead TSSOP w/ EP 8-Lead SOIC (Narrow 0.15 Inch w/ EP)
LTC6090-5,,0.0000000000005,,0.000000000003,130,0.0000035,0.00000037,,0.000000000000001,1,24000000,37,0.001,0.000000014,0.000000000003,0.0027,9.5,140,16-Lead TSSOP w/ EP 8-Lead SOIC (Narrow 0.15 Inch w/ EP)
ADA4895-1,,0.0000006,236000000,0.000011,100,0.000000099,0.000000005,0.000000000045,0.0000000000016,1,1500000000,943,0.00035,0.000000001,0.000016,0.003,3,10,8-Lead SOIC 6-Lead SOT-23
ADA4077-2,,0.0000000005,,0.0000000004,132,0.00000025,0.000000012,0.00000000000054,0.0000000000002,2,3900000,1,0.000025,0.000000007,0.000000001,0.0004,5,30,8-Lead SOIC 8-Lead MSOP
ADA4312-1,,,195000000,,,,,,,2,,2100,0.0012,0.000000057,0.000175,0.046,12,12,16-Lead LFCSP (4mm x 4mm)
ADA4500-2,,0.000000000001,19200000,0.0000000000007,95,0.000002,0.0000004,,0.0000000000000005,2,10000000,5.5,0.00012,0.0000000145,0.000000000001,0.00155,2.7,5.5,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4895-2,,0.0000006,236000000,0.000011,100,0.000000099,0.000000005,0.000000000045,0.0000000000016,2,1500000000,943,0.00035,0.000000001,0.000016,0.003,3,10,10-Lead MSOP
AD8659,,0.00000000004,305000,0.000000000005,94,0.000005,0.00000027,,0.0000000000001,4,230000,0.08,0.00035,0.000000045,0.00000000002,0.000022,2.7,18,16-Lead LFCSP (4mm x 4mm w/ EP) 14-Lead SOIC
ADA4096-4,,0.0000000015,1520000,0.000000003,81,0.0000007,0.000000049,,0.0000000000002,4,786000,0.4,0.0003,0.000000027,0.000000025,0.00006,3,30,16-Lead LFCSP (3mm x 3mm w/ EP) 14-Lead TSSOP
ADA4528-2,0.000000015,0.0000000005,6500000,0.000000000125,137,0.000000099,0.000000006,0.0000000000005,0.0000000000005,2,3400000,0.5,0.0000025,0.0000000059,0.00000000025,0.0014,2.2,5.5,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4001-2,,0.00000000002,10300000,0.00000000002,96,,0.00000004,,0.000000000000003,2,16700000,25,0.0015,0.0000000077,0.00000000003,0.002,9,36,8-Lead SOIC
ADA4610-2,,0.00000000002,9500000,0.000000000005,100,0.00000045,0.00000005,,0.000000000000001,2,16300000,25,0.0004,0.0000000073,0.000000000025,0.0016,10,36,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
ADA4084-2,,0.000000025,13900000,0.00000014,106,0.0000001,0.0000000092,,0.00000000000055,2,15900000,4.6,0.0001,0.0000000039,0.00000025,0.000565,3,30,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC 8-Lead MSOP
ADA4638-1,,0.000000000105,2500000,0.000000000045,130,0.0000012,0.000000065,,0.0000000000001,1,1500000,1.5,0.0000045,0.000000066,0.00000000009,0.00085,4.5,30,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4897-2,,0.0000006,230000000,0.000011,92,0.000000099,0.0000000067,0.000000000038,0.0000000000028,2,90000000,120,0.0005,0.000000001,0.000017,0.003,3,10,CHIPS OR DIE 10-Lead MSOP
LTC6360,,0.000001,250000000,0.000017,83,,0.00000033,,0.000000000003,1,1000000000,135,0.00025,0.0000000023,0.00003,0.0136,4.75,5.25,8-Lead MSOP w/ EP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD823A,,0.00000000002,19000000,0.0000000000013,70,,0.0000001,,0.000000000000001,2,10000000,35,0.0035,0.000000013,0.000000000025,0.0051,3,36,8-Lead SOIC 8-Lead MSOP
ADA4096-2,,0.0000000015,1520000,0.000000003,81,0.0000007,0.00000005,,0.0000000000002,2,786000,0.4,0.0003,0.000000027,0.000000025,0.00006,3,30,8-Lead LFCSP (2mm x 2mm w/ EP) 8-Lead MSOP
ADA4896-2,,0.0000006,230000000,0.000011,92,0.000000099,0.0000000067,0.000000000038,0.0000000000028,2,90000000,120,0.0005,0.000000001,0.000017,0.003,3,10,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4897-1,,0.0000006,230000000,0.000011,92,0.000000099,0.0000000067,0.000000000038,0.0000000000028,1,90000000,120,0.0005,0.000000001,0.000017,0.003,3,10,8-Lead SOIC 6-Lead SOT-23
RH6200M,,0.000004,,0.000008,65,0.0000006,0.00000011,,0.0000000000022,1,165000000,44,0.002,0.0000000011,0.000018,0.0165,4.5,12.6,10-Lead Flatpak (Glass Sealed Hermetic)
AD8657,,0.00000000004,305000,0.000000000005,94,0.000005,0.00000027,,0.0000000000001,2,230000,0.08,0.00035,0.000000045,0.00000000002,0.000022,2.7,18,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
ADA4528-1,,0.00000000025,6500000,0.00000000009,137,0.000000099,0.000000006,0.0000000000005,0.0000000000005,1,3400000,0.5,0.0000025,0.0000000059,0.0000000002,0.0014,2.2,5.5,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead MSOP
LT1970A,0.00001,,,0.0000000016,92,,,,0.000000000003,1,3600000,1.6,0.0006,0.000000015,,0.007,5,36,20-Lead TSSOP w/ EP
AD8671S,0.0000005,,,,100,,,,,1,10000000,4,0.000075,,0.000000012,,8,36,CER. FLATPACK WITH LEADS
ADA4637-1,,0.000000000005,,0.000000000001,106,0.0000007,0.00000004,,0.0000000000000016,1,79900000,170,0.0002,0.0000000048,0.000000000005,0.007,9,30,8-Lead LFCSP (3mm x 3mm w/ EP) 8-Lead SOIC
ADA4800,,,400000000,0.000001,,,,,,1,,415,0.041,0.0000000015,,0.0014,4,17,6-Lead LFCSP (1.6mm x 1.6mm w/ EP) CHIPS OR DIE
ADA4891-3,,,220000000,0.000000000002,,,0.0000015,,,3,105000000,170,0.01,0.000000009,0.00000000005,0.0044,2.7,5.5,14-Lead SOIC 14-Lead TSSOP
ADA4891-4,,,220000000,0.000000000002,,,0.0000015,,,4,105000000,170,0.01,0.000000009,0.00000000005,0.0044,2.7,5.5,14-Lead SOIC 14-Lead TSSOP
AD8629S,,0.0000000004,,,120,0.0000005,,,0.000000000000005,2,2500000,1,0.00001,0.000000022,0.0000000005,,2.7,5.5,CER. FLATPACK WITH LEADS
ADA4092-4,,0.000000004,,0.00000005,90,0.0000008,0.000000037,,,4,1400000,0.4,0.0015,0.000000024,0.00000008,0.000165,2.7,36,14-Lead TSSOP
ADA4891-1,,,240000000,0.000000000002,,,0.0000015,,,1,105000000,170,0.01,0.000000009,0.00000000005,0.0044,2.7,5.5,8-Lead SOIC 5-Lead SOT-23
ADA4891-2,,,240000000,0.000000000002,,,0.0000015,,,2,105000000,170,0.01,0.000000009,0.00000000005,0.0044,2.7,5.5,8-Lead SOIC 8-Lead MSOP
LTC6252,,0.0000005,,0.0000001,85,0.000002,0.00000029,0.00000000014,0.000000000004,1,720000000,280,0.00035,0.00000000275,0.00000057,0.0033,2.5,5.25,6-Lead TSOT-23
LTC6253,,0.0000005,,0.0000001,85,0.000002,0.00000029,0.00000000014,0.000000000004,2,720000000,280,0.00035,0.00000000275,0.00000075,0.0033,2.5,5.25,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6254,,0.0000005,,0.0000001,85,0.000002,0.00000029,0.00000000014,0.000000000004,4,720000000,280,0.00035,0.00000000275,0.000003,0.0033,2.5,5.25,16-Lead MSOP
LTC6255,,0.00000002,,0.000000008,74,0.0000025,0.00000025,0.000000000023,0.00000000000058,1,6500000,1.8,0.00035,0.000000021,0.00000005,0.00006,1.8,5.25,6-Lead TSOT-23 6-Lead DFN (2mm x 2mm w/ EP)
LTC6256,,0.00000002,,0.000000008,74,0.0000025,0.00000025,0.000000000023,0.00000000000058,2,6500000,1.8,0.00035,0.000000021,0.00000005,0.000065,1.8,5.25,8-Lead SOT-23 8-Lead MSOP 10-Lead MSOP 8-Lead DFN (2mm x 2mm w/ EP)
LTC6257,,0.00000002,,0.000000008,74,0.0000025,0.00000025,0.000000000023,0.00000000000058,4,6500000,1.8,0.00035,0.000000021,0.00000005,0.000065,1.8,5.25,16-Lead MSOP
